413.6158,Maze Immersive,user tracking,n/a,-24.181,2.042,-13.4,0,0.7071068,0,0.7071067,0.000161551,0.7686603,0.008145774,0.6396053
413.7149,Maze Immersive,user tracking,n/a,-24.181,2.042,-13.4,0,0.7071068,0,0.7071067,0.001848649,0.768457,0.009004629,0.6398354
413.8141,Maze Immersive,user tracking,n/a,-24.181,2.042,-13.4,0,0.7071068,0,0.7071067,0.001385296,0.7682144,0.009476589,0.640121
413.9131,Maze Immersive,user tracking,n/a,-24.181,2.042,-13.4,0,0.7071068,0,0.7071067,9.06E-05,0.7681879,0.009782244,0.6401496
414.0113,Maze Immersive,user tracking,n/a,-24.181,2.042,-13.4,0,0.7071068,0,0.7071067,-0.001592024,0.7687833,0.009870946,0.6394312
414.1264,Maze Immersive,user tracking,n/a,-24.181,2.042,-13.4,0,0.7071068,0,0.7071067,-0.003181333,0.7695575,0.01056626,0.6384821
414.2253,Maze Immersive,user tracking,n/a,-24.19121,2.08,-13.45439,0,0.7071068,0,0.7071067,-0.00316614,0.769245,0.01058968,0.6388582
414.3246,Maze Immersive,user tracking,n/a,-24.24988,2.08,-13.76797,0,0.7071068,0,0.7071067,-0.002625787,0.7689477,0.01043709,0.6392211
414.4233,Maze Immersive,user tracking,n/a,-24.30383,2.08,-13.93136,0,0.7071068,0,0.7071067,-0.004240333,0.7695794,0.01090523,0.6384439
414.5224,Maze Immersive,user tracking,n/a,-24.31345,2.08,-13.93142,0,0.7071068,0,0.7071067,-0.004354366,0.7710793,0.01046828,0.6366382
414.6217,Maze Immersive,user tracking,n/a,-24.31837,2.08,-13.93146,0,0.7071068,0,0.7071067,-0.004687389,0.773055,0.01035394,0.6342371
414.7207,Maze Immersive,user tracking,n/a,-24.31837,2.08,-13.93146,0,0.7071068,0,0.7071067,-0.00667259,0.7749816,0.009592939,0.6318756
414.8202,Maze Immersive,user tracking,n/a,-24.31837,2.08,-13.93146,0,0.7071068,0,0.7071067,-0.007419173,0.7766862,0.008805678,0.6297825
414.9194,Maze Immersive,user tracking,n/a,-24.31837,2.08,-13.93146,0,0.7071068,0,0.7071067,-0.006777434,0.7774757,0.007882565,0.628827
415.0181,Maze Immersive,user tracking,n/a,-24.31837,2.08,-13.93146,0,0.7071068,0,0.7071067,-0.01338022,0.7767899,0.01386877,0.6294649
415.1171,Maze Immersive,user tracking,n/a,-24.31837,2.08,-13.93146,0,0.7071068,0,0.7071067,-0.03589772,0.7742298,0.03681401,0.6308123
415.2165,Maze Immersive,user tracking,n/a,-24.31837,2.08,-13.93146,0,0.7071068,0,0.7071067,-0.05935165,0.7750808,0.06384628,0.6258202
415.3154,Maze Immersive,user tracking,n/a,-24.31837,2.08,-13.93146,0,0.7071068,0,0.7071067,-0.09836925,0.7747094,0.1097887,0.6148944
415.4144,Maze Immersive,user tracking,n/a,-24.31837,2.08,-13.93146,0,0.7071068,0,0.7071067,-0.1067668,0.7783852,0.1157862,0.6077096
415.514,Maze Immersive,user tracking,n/a,-24.31837,2.08,-13.93146,0,0.7071068,0,0.7071067,-0.1166942,0.784223,0.1248958,0.5964711
