,event,found the placard,73.50558
,event,abnormally quitting the application,639.5272
,event,abnormally quitting the application,639.5438
,event,abnormally quitting the application,639.5601
,event,abnormally quitting the application,639.5767
,event,abnormally quitting the application,639.5933
,event,abnormally quitting the application,639.6097
639.6426
